cell,x,y,z,cluster,n_transcripts,density,elongation,area,avg_confidence,avg_assignment_confidence,max_cluster_frac,lifespan
CR19b175904-383,535.0203125,382.2375,17.0375,1,10,5.663,3.739,1.766,0.8648,0.848,1.0,50
CR19b175904-384,502.8841145833333,411.3815104166667,17.700520833333332,1,12,1.814,11.18,6.615,0.3298,1.0,0.6666666666666666,50
CR19b175904-385,442.19895833333334,473.82916666666665,17.977604166666666,4,30,2.588,8.952,11.59,0.9966,0.76,0.9666666666666667,50
CR19b175904-386,467.7964638157895,450.2405427631579,17.325246710526315,4,38,3.402,2.036,11.17,0.9982,0.8205,0.8421052631578947,50
CR19b175904-387,463.5116998792271,454.84812801932367,18.07042572463768,2,207,3.708,1.497,55.83,0.9987,0.8614,0.8067632850241546,50
CR19b175904-388,452.1779513888889,468.0963541666667,17.50434027777778,1,18,5.609,3.819,3.209,0.9991,0.7956,0.9444444444444444,50
CR19b175904-389,439.34421875,479.1728125,17.93515625,3,100,2.472,3.443,40.45,0.994,0.8872,0.83,50
CR19b175904-390,517.6614583333334,402.571875,17.11875,2,15,2.76,2.501,5.434,0.7855,1.0,0.4666666666666667,50
CR19b175904-391,523.508955792683,396.3559451219512,17.84032012195122,4,82,1.809,1.475,45.33,0.9735,0.809,0.5,50
CR19b175904-392,412.5729166666667,505.97222222222223,18.405381944444443,1,18,4.932,4.218,3.65,0.9895,0.7533,1.0,50
CR19b175904-393,458.2853719325153,460.5082438650307,18.4548504601227,2,163,8.83,4.141,18.46,0.9989,0.8877,0.9754601226993865,50
CR19b175904-394,457.914691091954,456.9432471264368,17.81860632183908,2,87,5.012,2.463,17.36,0.999,0.7614,0.8390804597701149,50
CR19b175904-395,452.8503631635581,463.2715432209469,19.0925618723099,2,697,10.19,1.168,68.39,0.999,0.9233,0.96987087517934,50
CR19b175904-396,541.7158203125,378.7236328125,17.8173828125,1,16,2.14,2.704,7.475,0.8078,0.9325,0.8125,50
CR19b175904-397,535.8739583333333,385.4013888888889,17.960416666666667,4,45,4.194,5.574,10.73,0.9824,0.9889,0.7111111111111111,50
CR19b175904-398,437.87708333333336,483.62916666666666,17.741666666666667,1,15,2.69,4.297,5.577,0.8554,0.9533,0.8666666666666667,50
CR19b175904-399,482.7671875,429.5640625,17.3625,1,10,1.962,4.68,5.096,0.2613,1.0,0.5,50
CR19b175904-400,435.3854166666667,485.1822916666667,17.669270833333332,3,6,10.38,6.913,0.5781,0.8266,0.92,0.8333333333333334,50
CR19b175904-401,415.87388392857144,502.65066964285717,19.331473214285715,3,14,7.821,1.837,1.79,0.9992,0.7343,1.0,50
CR19b175904-402,457.76378676470586,454.70036764705884,17.52113970588235,1,17,3.818,6.035,4.453,0.9979,0.7412,0.7647058823529411,50
CR19b175904-403,499.85546875,422.6796875,17.1484375,2,4,28.69,23.98,0.1394,0.1004,1.0,0.5,50
CR19b175904-404,476.00082236842104,444.0501644736842,18.692845394736842,2,38,4.353,2.486,8.729,0.9947,0.9211,0.9210526315789473,50
CR19b175904-405,464.5612980769231,456.640625,17.075721153846153,1,13,6.199,11.94,2.097,0.999,0.7031,1.0,50
CR19b175904-406,555.0563226744187,369.78869912790697,17.153888081395348,2,86,7.307,6.072,11.77,0.999,0.9481,0.9767441860465116,50
CR19b175904-407,447.2029433139535,474.9936409883721,18.081304505813954,3,172,3.436,1.977,50.06,0.9789,0.8967,0.8837209302325582,50
CR19b175904-408,498.284375,427.515625,17.18125,2,5,3.903,8.113,1.281,0.00264,1.0,0.4,50
CR19b175904-409,445.8984375,480.91796875,17.6328125,1,4,9.463,6.499,0.4227,0.1759,1.0,0.5,50
CR19b175904-410,413.1692708333333,507.17274305555554,19.83159722222222,2,18,8.007,2.419,2.248,0.9989,0.8656,0.9444444444444444,50
CR19b175904-411,521.8865489130435,402.5529891304348,17.56929347826087,1,23,1.371,1.921,16.78,0.7131,1.0,0.5217391304347826,50
CR19b175904-412,501.3802083333333,420.4739583333333,17.729166666666668,2,3,38.04,1.272,0.07886,0.7407,1.0,0.6666666666666666,50
CR19b175904-413,487.3910015060241,434.355421686747,17.818335843373493,2,166,6.806,3.092,24.39,0.9959,0.9629,0.9759036144578314,50
CR19b175904-414,461.66004464285714,461.26450892857144,17.239285714285714,1,70,3.16,1.753,22.15,0.999,0.8229,0.9714285714285714,50
CR19b175904-415,531.4709821428571,392.31026785714283,17.285714285714285,1,7,4.157,7.639,1.684,0.8451,1.0,0.7142857142857143,50
CR19b175904-416,416.45170454545456,506.06107954545456,19.642045454545453,2,11,11.67,5.121,0.9423,0.9992,0.8091,1.0,50
CR19b175904-417,416.13918768545994,503.93504265578633,18.82450853115727,4,337,5.545,1.129,60.78,0.9981,0.9493,0.8189910979228486,50
CR19b175904-418,469.484375,453.415625,17.378125,1,25,2.625,4.133,9.524,0.9923,0.824,0.76,50
CR19b175904-419,504.1579861111111,421.9470486111111,17.25607638888889,3,18,3.452,2.403,5.214,0.9914,0.9244,0.9444444444444444,50
CR19b175904-420,473.644921875,447.8657552083333,17.606901041666667,4,120,2.273,2.117,52.79,0.9972,0.9503,0.9583333333333334,50
CR19b175904-421,537.309375,389.5015625,17.2375,1,10,5.432,12.15,1.841,0.855,0.956,0.8,50
CR19b175904-422,420.14638157894734,506.61019736842104,17.19325657894737,3,19,4.018,10.55,4.729,0.9942,0.8789,0.8421052631578947,50
CR19b175904-423,486.9128787878788,439.23090277777777,17.995265151515152,2,99,5.531,1.397,17.9,0.9991,0.8394,0.98989898989899,50
CR19b175904-424,469.6731350806452,457.3684475806452,17.97983870967742,2,124,4.121,11.27,30.09,0.9988,0.8406,0.8306451612903226,50
CR19b175904-425,482.1986464968153,443.0765326433121,18.229597929936304,2,157,4.702,2.677,33.39,0.999,0.9278,0.9426751592356688,50
CR19b175904-426,460.0692515432099,466.266300154321,18.637635030864196,1,162,5.416,1.449,29.91,0.999,0.864,0.9938271604938271,50
CR19b175904-427,552.4742086414049,376.0031192236599,18.042513863216268,2,541,8.914,2.386,60.69,0.9988,0.9324,0.9611829944547134,50
CR19b175904-428,464.7776988636364,462.7833806818182,17.921164772727273,2,22,12.58,4.161,1.749,0.9992,0.7055,0.8636363636363636,50
CR19b175904-429,430.083984375,500.0279947916667,17.285807291666668,1,24,1.155,5.913,20.78,0.7525,0.9325,0.9166666666666666,50
CR19b175904-430,504.3719951923077,419.9230769230769,18.24579326923077,1,26,2.864,2.117,9.079,0.962,0.8669,0.8846153846153846,50
CR19b175904-431,541.9120617378048,386.4139672256098,17.422827743902438,2,164,5.624,2.056,29.16,0.9983,0.9326,0.9085365853658537,50
CR19b175904-432,454.0108173076923,475.6135817307692,17.65234375,3,52,4.986,2.624,10.43,0.9985,0.7792,0.9615384615384616,50
CR19b175904-433,479.7899816176471,448.59704350490193,18.391773897058822,2,204,8.092,4.458,25.21,0.999,0.9476,0.9215686274509803,50
CR19b175904-434,532.63125,394.9,17.8,4,5,13.09,6.138,0.3821,0.761,0.956,0.8,50
CR19b175904-435,545.0459222560976,381.8298399390244,17.599085365853657,2,82,3.879,2.421,21.14,0.9956,0.8632,0.8170731707317073,50
CR19b175904-436,504.62890625,420.994140625,19.654296875,2,8,30.45,21.73,0.2627,0.9983,0.84,1.0,50
CR19b175904-437,489.177734375,441.890625,17.541015625,1,16,4.52,6.455,3.54,0.9934,0.955,0.9375,50
CR19b175904-438,454.08238127240145,471.1722110215054,18.692204301075268,3,279,5.134,3.052,54.34,0.9988,0.8859,0.9175627240143369,50
CR19b175904-439,452.9263392857143,484.63839285714283,17.200892857142858,1,7,17.22,16.21,0.4066,0.04182,1.0,0.5714285714285714,50
CR19b175904-440,549.974609375,376.212890625,20.9921875,1,8,3.754,1.828,2.131,0.9932,0.7625,1.0,50
CR19b175904-441,477.11875,452.45390625,17.08828125,1,20,3.166,5.306,6.318,0.9983,0.889,0.95,50
CR19b175904-442,496.90024038461536,432.5348557692308,17.368990384615383,1,13,1.6,2.199,8.124,0.7392,1.0,0.7692307692307693,50
CR19b175904-443,452.52527573529414,475.3841911764706,20.56801470588235,2,34,10.02,2.277,3.394,0.999,0.9059,0.9411764705882353,50
CR19b175904-444,505.66673801369865,426.345676369863,17.64019691780822,2,73,2.016,1.238,36.21,0.9348,0.9463,0.821917808219178,50
CR19b175904-445,467.271484375,465.69140625,17.212890625,4,8,7.929,2.869,1.009,0.9857,0.935,1.0,50
CR19b175904-446,462.8706808943089,462.9900914634146,18.611407520325205,3,123,3.773,1.429,32.6,0.999,0.7727,0.8861788617886179,50
CR19b175904-447,560.8490625,372.1353125,17.529375,2,50,2.859,6.899,17.49,0.9976,0.9144,0.94,50
CR19b175904-448,492.8481418918919,437.6339527027027,17.986570945945946,2,185,4.936,1.71,37.48,0.9963,0.9311,0.9405405405405406,50
CR19b175904-449,490.3239182692308,446.92427884615387,17.18689903846154,4,26,2.794,2.476,9.307,0.9973,0.85,0.6923076923076923,50
CR19b175904-450,475.6141651459854,459.5805200729927,17.637431569343065,4,137,2.324,1.605,58.96,0.9963,0.8924,0.8759124087591241,50
CR19b175904-451,457.4010416666667,474.46875,17.131944444444443,2,9,27.83,1.258,0.3234,0.9991,0.7067,1.0,50
CR19b175904-452,464.9308449074074,465.8327546296296,19.98784722222222,1,54,3.218,2.649,16.78,0.9981,0.8748,0.8333333333333334,50
CR19b175904-453,490.2135416666667,444.4114583333333,16.966145833333332,4,6,7.631,2.247,0.7863,0.9657,0.88,1.0,50
CR19b175904-454,558.0266544117648,380.0391281512605,18.677127100840337,2,119,2.902,1.37,41.01,0.9721,0.8771,0.8235294117647058,50
CR19b175904-455,530.4765625,401.484375,17.692708333333332,1,6,8.578,2.192,0.6995,0.5919,0.8367,1.0,50
CR19b175904-456,534.141173245614,398.0422149122807,17.742872807017545,1,57,1.493,2.516,38.18,0.9413,0.8653,0.7543859649122807,50
CR19b175904-457,539.2604166666666,392.9453125,17.075520833333332,1,6,3.589,4.617,1.672,0.9041,1.0,0.5,50
CR19b175904-458,462.59606481481484,469.38136574074076,18.713541666666668,2,27,10.74,1.182,2.514,0.9991,0.86,0.9259259259259259,50
CR19b175904-459,486.717803030303,446.64914772727275,17.567708333333332,2,33,3.264,2.848,10.11,0.9976,0.8721,1.0,50
CR19b175904-460,521.8069852941177,418.72610294117646,17.97610294117647,1,17,1.705,7.809,9.972,0.2811,0.9835,0.5294117647058824,50
CR19b175904-461,458.16319444444446,474.1302083333333,18.369791666666668,4,9,22.76,3.611,0.3955,0.9988,0.7578,1.0,50
CR19b175904-462,457.1921875,477.575,18.0734375,2,10,9.242,2.596,1.082,0.9964,0.886,0.9,50
CR19b175904-463,458.153612012987,475.2765827922078,17.194805194805195,1,77,5.873,1.949,13.11,0.9991,0.9681,0.987012987012987,50
CR19b175904-464,464.1515410958904,468.0911815068493,18.07384417808219,3,73,4.671,1.651,15.63,0.9989,0.8822,1.0,50
CR19b175904-465,546.890625,387.5703125,17.140625,4,4,12.07,5.734,0.3315,0.918,1.0,1.0,50
CR19b175904-466,551.3947916666667,384.4625,17.65625,2,30,2.105,2.656,14.25,0.9334,0.9727,0.8333333333333334,50
CR19b175904-467,439.795625,494.52125,17.305,1,25,2.033,2.092,12.3,0.8908,1.0,0.52,50
CR19b175904-468,541.6735795454546,394.8866477272727,17.692329545454545,2,55,5.451,4.221,10.09,0.9988,0.9644,0.9636363636363636,50
CR19b175904-469,468.7675,467.60125,17.431875,1,25,1.672,13.57,14.95,0.9673,0.9288,1.0,50
CR19b175904-470,481.0924831081081,453.0713682432432,17.26055743243243,4,37,3.266,1.978,11.33,0.9991,0.8568,1.0,50
CR19b175904-471,436.2944972826087,500.9072690217391,17.55944293478261,2,46,2.632,2.866,17.48,0.9795,0.9652,0.5869565217391305,50
CR19b175904-472,548.9453125,390.82533482142856,17.533482142857142,4,28,2.484,1.789,11.27,0.9391,0.8629,0.6428571428571429,50
CR19b175904-473,505.0451388888889,434.81336805555554,17.369791666666668,2,18,1.48,2.457,12.16,0.6011,0.9767,0.5555555555555556,50
CR19b175904-474,496.33978402140673,442.7078077217125,18.786506116207953,2,327,9.147,2.209,35.75,0.9991,0.8393,0.926605504587156,50
CR19b175904-475,558.9261363636364,374.1292613636364,17.522727272727273,1,11,6.474,4.287,1.699,0.9626,0.9309,0.8181818181818182,50
CR19b175904-476,527.5912828947369,405.0024671052632,18.236842105263158,3,19,1.699,1.652,11.18,0.7696,0.9526,0.3684210526315789,50
CR19b175904-477,474.490234375,467.376953125,17.09375,1,8,5.487,8.896,1.458,0.934,0.95,1.0,50
CR19b175904-478,563.7840909090909,376.78267045454544,17.600852272727273,3,11,6.19,4.966,1.777,0.9956,0.7836,1.0,50
CR19b175904-479,482.8312927107061,453.3464194191344,19.743237471526196,2,439,9.433,1.842,46.54,0.9986,0.921,0.9840546697038725,50
CR19b175904-480,565.2335069444445,371.78819444444446,17.02126736111111,4,36,2.16,1.699,16.67,0.9537,0.9833,0.8611111111111112,50
CR19b175904-481,550.0424107142857,387.29910714285717,17.013392857142858,4,7,7.533,5.402,0.9292,0.9283,0.9,1.0,50
CR19b175904-482,524.3603723404256,412.39561170212767,17.756981382978722,2,47,1.34,3.037,35.07,0.8668,0.966,0.723404255319149,50
CR19b175904-483,491.04340277777777,448.8229166666667,18.32465277777778,2,18,3.259,4.645,5.524,0.9985,0.7789,0.8333333333333334,50
CR19b175904-484,462.0859375,473.53125,18.328125,2,2,NaN,NaN,NaN,0.9077,1.0,0.5,50
CR19b175904-485,537.5549242424242,399.21732954545456,18.797348484848484,2,33,4.579,1.739,7.207,0.9951,0.9885,0.7878787878787878,50
CR19b175904-486,565.5685096153846,375.93810096153845,17.201923076923077,2,26,4.501,3.102,5.777,0.9972,0.7762,0.6538461538461539,50
CR19b175904-487,546.3503289473684,394.48355263157896,17.6875,1,19,2.494,1.67,7.618,0.9187,0.6421,0.5789473684210527,50
CR19b175904-488,509.2,431.365625,17.48125,1,5,2.599,1.386,1.924,0.06271,1.0,0.6,50
CR19b175904-489,468.0546875,472.0078125,17.3046875,1,2,NaN,NaN,NaN,0.8829,1.0,1.0,50
CR19b175904-490,472.82223731884056,464.7823822463768,18.16236413043478,2,69,4.233,5.071,16.3,0.9989,0.9206,0.9130434782608695,50
CR19b175904-491,575.5385416666667,365.8208333333333,16.85,2,15,3.019,1.873,4.969,0.8342,0.904,0.9333333333333333,50
CR19b175904-492,534.6178385416666,403.6451822916667,17.552734375,2,24,2.481,13.56,9.675,0.9021,0.9458,0.9166666666666666,50
CR19b175904-493,464.2202620967742,475.3266129032258,17.472782258064516,2,31,1.658,10.1,18.7,0.846,1.0,0.5806451612903226,50
CR19b175904-494,574.4459134615385,368.0360576923077,17.921875,1,13,2.117,1.668,6.14,0.8325,0.8462,0.6923076923076923,50
CR19b175904-495,494.32666015625,445.6083984375,18.03857421875,1,32,6.131,1.895,5.219,0.9991,0.7506,0.8125,50
CR19b175904-496,443.890625,497.4908854166667,17.328125,4,24,2.647,4.59,9.066,0.9271,0.9717,0.8333333333333334,50
CR19b175904-497,497.505859375,438.33984375,17.6796875,3,8,10.98,3.273,0.7283,0.794,1.0,1.0,50
CR19b175904-498,564.5846774193549,379.56199596774195,17.83467741935484,1,31,2.246,6.503,13.8,0.9892,0.8316,0.7419354838709677,50
CR19b175904-499,468.1864224137931,475.83243534482756,17.558189655172413,3,29,2.731,4.63,10.62,0.9477,1.0,0.7931034482758621,50
CR19b175904-500,570.1545138888889,371.68055555555554,17.239583333333332,4,9,6.902,12.1,1.304,0.8627,1.0,1.0,50
CR19b175904-501,452.3473557692308,488.67788461538464,17.372596153846153,1,13,2.727,10.15,4.767,0.5212,1.0,0.5384615384615384,50
CR19b175904-502,477.4786931818182,464.26846590909093,17.865056818181817,1,11,3.445,4.086,3.193,0.9931,0.7509,0.9090909090909091,50
CR19b175904-503,581.5997953869048,364.6514136904762,17.684895833333332,3,168,5.062,2.889,33.19,0.999,0.876,0.9880952380952381,50
CR19b175904-504,554.1897321428571,390.65848214285717,17.28035714285714,2,35,2.974,7.222,11.77,0.9981,0.7726,0.9428571428571428,50
CR19b175904-505,544.203125,391.6267361111111,17.447916666666668,4,9,6.347,2.126,1.418,0.9313,0.8222,0.5555555555555556,50
CR19b175904-506,581.603515625,360.771484375,17.09765625,4,8,6.314,4.568,1.267,0.9766,0.8475,1.0,50
CR19b175904-507,499.1427831491713,446.19255006906076,19.21939744475138,2,362,6.788,2.429,53.33,0.9986,0.8851,0.9530386740331491,50
CR19b175904-508,484.8690793161435,459.14983884529147,17.75791760089686,4,446,4.244,1.495,105.1,0.999,0.9166,0.9865470852017937,50
CR19b175904-509,520.3296875,431.0203125,17.815625,1,20,1.531,2.095,13.06,0.8458,1.0,0.85,50
CR19b175904-510,474.1900201612903,470.58921370967744,17.587701612903224,4,31,1.89,2.769,16.4,0.9206,0.9142,0.45161290322580644,50
CR19b175904-511,580.7525,370.4,18.516875,3,275,5.643,1.571,48.73,0.9974,0.9392,0.9018181818181819,50
CR19b175904-512,489.4988425925926,452.8410011574074,17.345052083333332,4,108,1.584,2.753,68.2,0.9901,0.7865,0.8425925925925926,50
CR19b175904-513,481.70090132827323,459.0170481499051,20.119959677419356,2,527,10.66,1.275,49.44,0.9986,0.9687,0.969639468690702,50
CR19b175904-514,549.11875,397.7546875,17.4203125,4,10,4.755,20.45,2.103,0.8884,0.898,0.7,50
CR19b175904-515,447.93243243243245,501.36444256756755,18.194256756756758,2,111,7.274,2.115,15.26,0.998,0.96,0.990990990990991,50
CR19b175904-516,540.2117300724638,408.38217089371983,17.472977053140095,2,207,5.482,2.059,37.76,0.9976,0.8662,0.9806763285024155,50
CR19b175904-517,513.5223214285714,433.21651785714283,17.417410714285715,1,7,3.939,7.756,1.777,0.2357,1.0,0.42857142857142855,50
CR19b175904-518,495.77128623188406,450.23233695652175,17.263134057971016,4,69,2.317,1.593,29.78,0.9976,0.8942,0.8840579710144928,50
CR19b175904-519,584.3703125,364.384375,17.16875,2,10,12.61,7.293,0.7931,0.999,0.792,1.0,50
CR19b175904-520,553.8148053278688,392.9439036885246,17.831198770491802,4,61,1.525,2.648,40.01,0.9953,0.8475,0.8360655737704918,50
CR19b175904-521,549.1841856060606,403.6969696969697,17.37121212121212,2,33,2.309,2.799,14.29,0.9916,0.88,0.8787878787878788,50
CR19b175904-522,501.67083333333335,452.20729166666666,17.4625,1,15,1.666,1.366,9.005,0.7743,0.956,0.6666666666666666,50
CR19b175904-523,450.1328125,495.9375,17.212053571428573,2,14,2.22,4.383,6.305,0.718,0.9271,0.5,50
CR19b175904-524,536.8663194444445,415.7048611111111,18.00173611111111,2,9,2.689,2.908,3.347,0.3238,1.0,0.4444444444444444,50
CR19b175904-525,450.95208333333335,499.39270833333336,17.052083333333332,3,15,4.53,11.02,3.311,0.9694,0.9187,0.9333333333333333,50
CR19b175904-526,546.93125,400.2546875,18.25546875,1,20,1.899,3.824,10.53,0.827,0.857,0.7,50
CR19b175904-527,506.959375,444.021875,17.428125,1,5,4.468,2.975,1.119,0.1226,1.0,0.6,50
CR19b175904-528,592.0,357.47271126760563,17.333186619718308,2,71,3.793,3.289,18.72,0.9731,0.9977,0.8732394366197183,50
CR19b175904-529,543.80673828125,405.54912109375,17.49873046875,2,160,4.862,3.002,32.91,0.9954,0.8474,0.9625,50
CR19b175904-530,553.5083841463414,396.2734375,18.472751524390244,3,82,2.993,2.865,27.4,0.9972,0.88,0.8658536585365854,50
CR19b175904-531,576.3039772727273,372.88139204545456,17.353693181818183,4,22,2.581,3.814,8.524,0.9541,0.93,0.6818181818181818,50
CR19b175904-532,494.6223958333333,460.3463541666667,17.106770833333332,1,6,4.329,3.67,1.386,0.797,0.9833,0.8333333333333334,50
CR19b175904-533,558.75,387.71316964285717,17.0625,4,14,2.926,5.598,4.785,0.9776,0.8943,0.8571428571428571,50
CR19b175904-534,559.3375,385.52890625,17.82265625,2,20,2.572,4.904,7.775,0.9064,0.558,0.55,50
CR19b175904-535,476.7057291666667,474.9231770833333,17.9765625,2,12,4.124,10.35,2.91,0.8195,1.0,0.5833333333333334,50
CR19b175904-536,511.4453125,439.640625,17.4765625,1,6,5.941,2.139,1.01,0.4249,1.0,0.6666666666666666,50
CR19b175904-537,490.20472756410254,463.5036057692308,17.128205128205128,4,39,2.034,2.9,19.17,0.9679,0.799,0.8717948717948718,50
CR19b175904-538,546.6607142857143,403.5825892857143,19.736607142857142,1,7,2.872,23.15,2.437,0.6896,1.0,0.42857142857142855,50
CR19b175904-539,571.5827702702703,377.1889780405405,17.1097972972973,4,74,2.376,1.51,31.15,0.99,0.9495,0.972972972972973,50
CR19b175904-540,594.5309027777778,350.49652777777777,17.40625,2,45,1.626,2.829,27.68,0.8929,1.0,0.8222222222222222,50
CR19b175904-541,456.4918154761905,489.6354166666667,17.241071428571427,2,21,2.905,5.047,7.228,0.9063,1.0,0.7619047619047619,50
CR19b175904-542,576.1640625,377.56171875,17.15078125,2,20,5.214,2.823,3.836,0.9957,0.899,0.85,50
CR19b175904-543,470.0099431818182,482.875,17.60653409090909,2,11,9.59,2.842,1.147,0.9727,0.9782,0.8181818181818182,50
CR19b175904-544,583.6650815217391,369.25,17.5,2,23,16.67,2.332,1.38,0.9992,0.8843,0.9565217391304348,50
CR19b175904-545,463.346875,488.1140625,17.259375,1,10,1.908,1.621,5.24,0.4781,1.0,0.6,50
CR19b175904-546,589.338,364.561375,17.298375,2,125,4.337,4.806,28.82,0.9892,0.9232,0.968,50
CR19b175904-547,445.01875,506.48333333333335,17.130208333333332,1,15,2.169,1.933,6.917,0.2902,0.996,0.4666666666666667,50
CR19b175904-548,498.9877232142857,457.82589285714283,17.435267857142858,4,14,2.595,3.207,5.394,0.9731,0.78,0.7142857142857143,50
CR19b175904-549,548.25,405.4140625,18.8359375,3,2,NaN,NaN,NaN,0.6305,1.0,0.5,50
CR19b175904-550,514.7830882352941,438.55974264705884,17.546875,3,17,2.016,3.531,8.432,0.8588,0.9412,0.6470588235294118,50
CR19b175904-551,574.6128177966102,381.31197033898303,17.062235169491526,4,59,2.221,5.556,26.57,0.992,0.8098,0.9322033898305084,50
CR19b175904-552,604.078125,347.8120535714286,17.998214285714287,4,35,2.624,3.122,13.34,0.948,0.9949,0.5714285714285714,50
CR19b175904-553,577.7447916666666,367.359375,18.84375,1,6,50.98,5.195,0.1177,0.9992,0.8233,1.0,50
CR19b175904-554,481.36096129441626,468.84652601522845,17.51744923857868,4,197,1.9,1.594,103.7,0.9754,0.9286,0.934010152284264,50
CR19b175904-555,497.06953125,454.14921875,17.32265625,2,20,3.85,9.722,5.195,0.9949,0.898,0.8,50
CR19b175904-556,516.4498697916666,442.142578125,17.771484375,1,24,2.402,3.086,9.99,0.9038,0.9592,0.75,50
CR19b175904-557,456.69642857142856,497.1997767857143,17.642857142857142,2,14,2.825,3.455,4.956,0.8026,0.9771,0.6428571428571429,50
CR19b175904-558,588.9748688811189,362.0512456293706,18.369427447552447,3,143,3.204,5.912,44.63,0.9921,0.9313,0.8601398601398601,50
CR19b175904-559,543.4579728520287,413.01726581145584,17.38301760143198,2,419,5.608,1.904,74.72,0.9954,0.9001,0.9713603818615751,50
CR19b175904-560,566.3421052631579,384.50356359649123,17.309758771929825,4,171,2.791,2.053,61.27,0.9947,0.905,0.8771929824561403,50
CR19b175904-561,601.94921875,344.130859375,17.017578125,1,8,4.274,2.319,1.872,0.5982,0.815,0.75,50
CR19b175904-562,572.45263671875,386.732421875,18.07666015625,4,32,2.242,6.452,14.27,0.9687,0.8144,0.59375,50
CR19b175904-563,609.5385237068965,346.2020474137931,17.62095905172414,2,58,4.911,1.232,11.81,0.9967,0.9803,0.9482758620689655,50
CR19b175904-564,558.37109375,395.3056640625,18.48095703125,1,32,2.337,1.879,13.69,0.9639,0.8175,0.71875,50
CR19b175904-565,467.08990778688525,484.4129098360656,17.587858606557376,1,61,1.408,3.573,43.32,0.95,0.8984,0.8688524590163934,50
CR19b175904-566,475.875,478.609375,17.49609375,1,8,3.859,2.42,2.073,0.5218,1.0,0.75,50
CR19b175904-567,453.5748001653804,504.94079038037484,19.336945286659315,2,907,12.12,1.326,74.86,0.9989,0.9866,0.9823594266813671,50
CR19b175904-568,561.74609375,395.38671875,17.40625,3,4,9.174,11.12,0.436,0.8377,1.0,0.5,50
CR19b175904-569,579.1223958333334,375.6640625,17.885416666666668,3,6,11.97,23.22,0.5011,0.8435,1.0,0.5,50
CR19b175904-570,598.5709134615385,359.5673076923077,17.567307692307693,1,13,2.034,2.298,6.39,0.6251,1.0,0.46153846153846156,50
CR19b175904-571,553.7158203125,402.55419921875,17.2451171875,2,32,2.232,2.521,14.34,0.9683,0.8894,0.71875,50
CR19b175904-572,496.44965277777777,458.6657986111111,17.44704861111111,1,18,4.547,4.085,3.959,0.9734,0.8644,0.6111111111111112,50
CR19b175904-573,517.7721354166666,440.1692708333333,18.115885416666668,4,12,3.915,7.593,3.065,0.9459,0.87,0.75,50
CR19b175904-574,494.13169642857144,466.10044642857144,17.444196428571427,1,7,3.723,6.262,1.88,0.9317,1.0,0.5714285714285714,50
CR19b175904-575,473.0728515625,486.8509765625,17.9455078125,2,80,1.95,2.388,41.03,0.965,0.959,0.7625,50
CR19b175904-576,558.7252604166666,401.6458333333333,17.106770833333332,2,36,4.588,15.01,7.846,0.9987,0.8644,1.0,50
CR19b175904-577,502.6318359375,457.552734375,17.47265625,3,16,1.769,17.82,9.046,0.8809,0.9062,0.5625,50
CR19b175904-578,608.61865234375,351.02392578125,17.77392578125,4,32,3.153,1.488,10.15,0.9919,0.8081,0.71875,50
CR19b175904-579,507.3125,450.4032451923077,17.4609375,3,26,1.671,11.93,15.56,0.6609,0.9423,0.6923076923076923,50
CR19b175904-580,601.7476851851852,356.78877314814815,17.60185185185185,2,27,2.847,2.234,9.485,0.9741,1.0,0.8888888888888888,50
CR19b175904-581,470.06046195652175,489.54891304347825,18.652173913043477,2,23,4.41,2.14,5.216,0.9836,0.8896,0.8260869565217391,50
CR19b175904-582,491.2278645833333,466.7252604166667,17.9609375,1,12,2.18,1.988,5.504,0.8899,0.935,0.8333333333333334,50
CR19b175904-583,607.1503472222222,354.6013888888889,17.657291666666666,1,45,2.566,7.225,17.54,0.9715,0.9471,0.9777777777777777,50
CR19b175904-584,614.2191611842105,347.18050986842104,16.979029605263158,1,38,3.499,4.868,10.86,0.9866,0.9963,0.9736842105263158,50
CR19b175904-585,475.7796875,481.6140625,17.415625,1,10,2.374,5.261,4.212,0.6316,1.0,0.7,50
CR19b175904-586,579.0096153846154,380.27884615384613,17.549278846153847,1,13,3.719,17.64,3.496,0.9725,0.7215,0.9230769230769231,50
CR19b175904-587,558.9089543269231,399.4344951923077,19.207932692307693,3,104,5.192,2.809,20.03,0.9975,0.8923,0.8173076923076923,50
CR19b175904-588,571.2421875,392.16015625,17.787109375,1,8,4.831,6.603,1.656,0.9249,0.865,0.625,50
CR19b175904-589,496.09375,468.73046875,17.2734375,3,4,72.49,282.6,0.05518,0.7487,1.0,0.75,50
CR19b175904-590,483.2998046875,477.7587890625,17.80859375,1,16,1.933,3.559,8.277,0.6568,1.0,0.75,50
CR19b175904-591,565.3500504032259,394.9124243951613,18.112903225806452,2,124,2.801,2.526,44.27,0.9763,0.891,0.8790322580645161,50
CR19b175904-592,465.2265625,494.18973214285717,17.573660714285715,1,14,2.735,1.808,5.119,0.9186,0.9643,0.8571428571428571,50
CR19b175904-593,511.125,449.97265625,17.892578125,3,8,3.861,5.633,2.072,0.2333,0.9425,0.5,50
CR19b175904-594,471.15625,492.9014423076923,17.13221153846154,1,13,2.993,5.086,4.343,0.6118,1.0,0.7692307692307693,50
CR19b175904-595,559.2845643939394,402.3016098484849,19.993844696969695,1,33,11.01,6.664,2.996,0.9991,0.9279,1.0,50
